Id,SalePrice
2407,201427.43058173024
2527,172913.84416083214
2514,151259.93505789948
629,131136.16132325333
80,206963.6633234606
1876,142382.9059896883
1546,119785.05354034447
2518,171274.66650094706
2347,153449.78852340716
783,232344.572563754
1322,91000.6098094586
194,84747.01067384468
1770,285418.22103728214
2143,154847.1791200454
1229,217305.49714835585
511,273691.1582960972
46,221549.47703857586
1348,153044.6526519007
2465,199782.68545461158
387,242741.8346441059
873,219480.60501049244
1918,128918.86018095147
2764,235069.02212538256
2184,126245.25500122653
934,132425.48022413318
1920,131009.36020573665
2631,137411.62857255424
1768,491331.10934876424
2040,130750.22335857968
1749,208164.29108118522
834,245721.94987182855
1457,222564.07516749436
79,107744.35055595564
2302,136881.7269639048
1817,151013.53821999452
2755,219306.73317504983
359,178046.51090342161
2059,104189.84947729428
2092,223146.58466585423
2516,232490.17121370736
150,112680.35207465047
1656,117733.56101750725
83,99529.5091455309
2411,183018.82432292533
795,73248.59970676377
2312,211241.98414046862
2917,97932.39662794257
1624,171505.56700837193
2215,292117.89237307187
1211,144919.7203603251
1485,163972.91605250162
1024,168134.6144467732
570,203805.66307663952
2874,139820.0746500717
700,142422.91975429445
2756,198079.87010088604
2022,173823.38402918473
583,217953.1284477192
2392,343162.0279574904
2424,179349.3826967374
212,115569.87398601278
736,134147.60422291563
1610,169606.79911742551
890,128474.5123469416
467,185389.3221545928
578,210988.7998658708
1747,191476.93222909592
1149,151971.22992994904
2758,242120.9136120042
857,150267.22388996897
2219,259249.28280665452
733,81060.11113328379
2909,107810.60202891543
1798,252356.21006049286
235,144948.71810285008
2366,128196.9211887847
1027,136101.50051375775
1195,139835.85916911345
1303,73433.19082407396
148,182895.56875387923
608,163792.94202779725
2515,215125.33266013372
821,256562.51250320603
2500,267743.2219558371
745,109066.11324117082
741,132871.69950075733
1611,144937.76264389907
2532,132511.98027873982
1081,229920.13172389843
1692,390036.2780368789
2520,181988.175962855
276,125537.25994041613
1992,124078.13213459178
663,95104.33039221868
418,131321.01723819075
1733,193579.06594635098
2359,149046.87436829953
253,180926.9211294651
1518,172904.67838698503
2035,136160.9872335376
2919,72358.64474264221
1540,253400.42835701694
2120,152788.39949774227
1674,166191.29684901846
256,158902.31383164757
2361,127846.08068621936
978,79358.77807100237
2280,143043.1295352514
2095,219153.80483959915
1709,313070.7042993185
2801,236745.34533726584
1246,112243.32497679419
2373,97223.10637115393
1055,277734.36499937554
2017,128869.30870010797
1099,269770.8539211451
1344,87420.0979336539
835,213080.963874934
1117,214530.3111288959
2043,87972.87390264898
2085,139516.41606200245
410,142309.27419802456
2650,109924.00822934981
2867,185852.03447021826
1668,110571.8771391512
1161,161941.83466910594
2122,175880.31762224014
2539,157573.83255814924
1047,137364.42234516348
1445,127195.0417993131
541,137937.81555734546
569,218719.50640696485
1276,108798.6005398338
918,159268.3051882809
326,172596.56343653743
1936,127764.18600555538
895,98048.17831693642
257,166660.89220321242
1241,175048.29574067894
1545,117570.96011157174
1189,177337.911754908
270,144403.75330620416
2066,185258.90581497145
693,113607.09126350503
1259,145295.6100771119
2916,151984.52741997346
2321,263256.2601700538
1977,89352.7772806483
1895,140788.83572190872
1240,170890.46408126428
85,150872.8426786319
1823,131352.14717294928
825,278696.5370358726
110,229245.99494695332
697,118391.68774306445
2297,123471.97536276461
1231,139317.86541229542
1355,139484.95041819953
968,316802.6971086532
584,209381.47314641727
1315,131346.83127337205
1606,154581.30070903717
206,127064.51384655434
1685,335649.5557751652
2016,141845.4220634432
869,197896.06786687823
2135,127192.6381261462
2346,183470.3764113496
2430,222040.26478661725
2198,87988.01016257788
2652,122634.68666877525
27,122701.93759152736
241,159925.76567233182
906,132304.4850408496
1506,121387.9486472874
2098,328986.2049398469
1435,221638.79610626647
2213,156813.68188289437
1274,133382.74758465408
743,39419.531636700995
1737,190267.43958805304
2797,265437.4877487264
2185,57277.39508467102
58,170599.10662449073
830,196725.65207604165
808,113766.24768388002
680,146364.78776802626
1153,109869.65365303402
1291,130993.6850934707
1818,146481.0405300914
2161,184584.59524887986
1883,120701.24499695707
350,316598.74535718083
2473,146185.0777025206
295,181017.58430852482
293,180475.5973489253
859,128153.10503639569
288,56880.79212771148
1578,155742.72032865236
102,184776.40823673666
2831,121951.00776540139
1030,159995.82414101766
2551,153195.06008807826
1286,157012.48034751997
958,308856.06022304314
776,132438.43926078244
72,243126.02140006446
2263,246828.70180600486
1866,144862.0490399292
2876,71933.38338556525
2146,240002.77830522938
103,163108.62808673663
1500,131957.26819696286
492,190071.64717589025
167,155330.86660563492
2597,116044.81493929663
2685,112663.52264224357
1035,147763.19895892555
1220,83528.12157116192
2602,152612.29603699475
2159,204803.20503615288
695,130207.21842198903
1109,268735.4156885545
640,187252.32569730264
1652,148387.74231339592
2090,153971.74257934492
1188,177162.81817724835
2345,225888.07235615677
1059,384234.00593895616
2751,223898.9867021966
128,209792.00609562793
1523,182171.26952043688
2925,190550.68606102868
2145,276550.7658866135
1121,222079.62906951734
566,230424.4435982324
565,252896.6293703156
1331,141524.21724026973
2928,129934.63735814166
156,147716.3852287845
797,140252.983169472
327,94535.34670181251
2859,141759.0789048742
1453,123481.51628416647
1762,326545.3593357145
1868,200160.3374946568
1760,176541.6338168022
1113,242207.932261383
1812,188220.3747198331
117,157661.8674740562
1142,199560.67248997712
2342,356961.77374680166
927,161592.7808569819
2478,181701.69063990068
655,94984.08095530646
2064,120715.8889550202
369,254101.21574849566
2239,121885.70509322449
2732,224379.93387804704
1653,155200.97698873063
959,209120.49804000923
2395,321177.40562602354
1412,109435.70533443417
271,245862.13111471137
1484,150818.85129773957
1497,165718.13278336482
552,151349.66931869613
2,121325.79874905426
1855,284575.0437613955
4,258833.9495514687
2292,150723.16020894784
134,145628.36743676307
646,109804.33316301051
42,294213.75477561826
532,226871.48493555243
713,83845.12254885238
2561,140475.22678051534
2360,131621.18015255968
1333,121827.39225310882
1407,225490.78375420306
2892,280906.7397534986
574,211060.21626003535
1227,179625.13193264918
2591,229522.15321801926
1476,209477.14758426108
1125,254651.13338082266
1446,155186.75976687216
408,129393.12498914631
1101,284765.2239713211
2251,198856.45776321518
373,181098.53411275172
2554,138033.33853445027
2382,254994.14688340953
1985,78933.15210680163
519,242273.42443226522
1093,192054.3924627263
864,242581.83823109703
2889,148503.32597969667
2308,189288.64650980636
986,184859.1012943423
1302,147299.33764179
585,166084.5129205341
2708,145283.30518136188
147,135435.9262746043
1441,220042.32085624183
383,191344.2097956302
285,144376.1314938211
181,106087.50369124829
358,190291.84318575612
780,181239.75579600767
258,191985.353699951
1865,206320.06972241323
692,115791.42559825646
2902,307796.01465401205
508,238991.1593039305
2638,146076.980788147
36,140304.5963692179
611,160610.38049049655
2281,159619.26317308596
1678,117129.44134962585
1696,397937.59963154607
1557,87361.08344988263
2180,175354.2535561844
1726,221696.37959936017
951,147746.37841528666
267,215632.7427166334
2706,145170.71318741344
2221,259191.48711134054
1357,169557.00260820155
2901,299016.8259346023
347,175030.91203483986
2164,188179.79170530013
1586,294954.05548974505
360,150757.0184707425
1769,261261.01442072
2617,158197.72661729445
1879,134745.08850916283
991,230082.88049534278
1535,125530.79597135435
1191,144197.4046800058
1579,208785.7825355531
1882,145369.95878231133
1510,144747.7832892305
2196,165958.65648357195
1845,181376.8937748804
2336,344146.3544709698
942,90723.13343542174
861,133413.2390621207
2555,133481.63732223015
1392,154564.5773020716
2099,240099.59437458066
1543,113751.56597743143
948,263064.3640360744
1239,181377.85481724888
22,188727.03413445837
2796,228043.68384779323
2747,180950.21786983605
92,289608.35983214714
210,181769.61213964975
1858,203201.8779725935
2228,171992.84170530096
447,221326.19137972526
827,234705.4057996606
1649,213256.4848731181
682,138619.8466015411
2698,96986.63288010511
494,165999.56436838958
214,122288.12203599876
2441,218936.3013263034
2679,112028.87224255977
1336,118605.30577863162
465,186762.75514220112
1524,154583.67210982094
2543,109935.43667141235
631,150486.86002317895
2452,301207.72804070386
228,156452.19547101876
126,184576.9310184493
1092,227864.8548342371
1122,208645.33003086626
932,213496.33284151764
1980,60172.078359708044
2171,110741.2881699667
551,158538.3809381966
2768,167589.28925903497
2056,105640.4722175803
1159,343614.9444245914
2645,117217.47871997388
1174,168457.97705472275
2266,204133.82445047784
2462,371348.7263218807
1219,146132.0717228594
2922,169136.1911107938
118,148609.55674763757
474,170389.68330265058
2576,145522.0370504695
872,274458.2297315088
1077,215128.94818239342
1536,155624.71046647523
1150,138889.59220260338
2341,297146.17234420957
1931,152061.3186026985
2785,134632.17071312762
2538,128653.23292061567
597,209995.0485247225
464,183287.60512465786
233,241539.80663967814
2169,144376.91805699668
2123,171246.1755912266
1867,176340.88044813543
137,232617.08716955187
515,238832.13534798706
933,102005.29550312304
2784,162776.09096620767
972,164337.40169680337
599,176692.76145144037
2614,119686.40716956164
2582,150069.85143395799
1409,164394.63842108904
175,112426.82782114479
352,222288.52438000895
976,93633.81090193795
2134,191519.99079871585
984,116819.8032104819
2396,348367.56407224236
1673,139727.67178742267
404,127099.87633438165
607,166151.97040082852
814,147886.9351455357
868,188677.1810782624
2271,195042.79453499126
1633,211803.12256484228
337,173150.10671072226
2765,194040.2485915289
1746,242803.53931932902
368,283959.5556945963
2806,202957.02704095203
1662,186446.19564206162
1234,212519.30761976325
1373,124974.09550047056
1672,114383.28827869339
1939,127354.99784900428
