Id,SalePrice
1137,167496.12606118553
53,165257.96578998928
2354,261091.70396107057
1475,192326.32360452862
1761,501486.1886590993
842,148141.2301984223
2739,177060.49743088754
2509,149784.91486732557
1007,199264.53032374717
2610,181767.29578375712
1952,88395.08512309541
2719,155974.4323152489
2921,76479.87608308908
1966,153207.32862072953
292,127693.18395706092
1204,188516.74577449987
1829,248710.0268618672
2419,185360.3303978844
391,146335.5278091232
798,102492.4659192874
481,199748.66508211402
193,197462.5273999882
555,117116.7529513704
899,48924.56179789154
2357,185452.20011570668
328,131453.267487611
1356,113267.76507572147
1154,109024.47428729417
1730,180889.52075039176
2249,157969.11808070168
1119,272295.8176802049
2856,152389.79479206962
1394,130569.15767620495
2587,111914.46412622253
61,303384.1742537401
2661,171799.52279452272
2711,133726.03674872007
1147,184441.59674504166
757,122366.66460742328
2623,119399.74630396288
2378,134802.9235980121
1413,142819.8469040019
1722,224189.25730776286
1112,217097.44143419637
1623,195774.62560181128
1201,198421.60705138594
1513,127857.49086065838
957,360690.9414208189
1171,276269.4483746344
1145,196255.84125780768
2726,226311.93480539398
703,146130.4829636491
760,94293.59139936585
1964,157568.14918181024
2512,173903.75004123026
159,133837.93273412297
1281,163460.13302111262
468,185200.77730790037
290,119884.96845716132
665,100904.86841053907
1463,250685.7575345594
1792,220903.4072301791
923,162543.19529130153
500,259047.0123402179
1408,190407.30553224898
331,88951.65117461598
170,121917.22792718306
2192,99735.65052412981
2571,290873.993152315
2314,173456.2617683996
2647,92016.96347694781
422,383129.8731757414
2457,329723.85377268994
1838,203729.23997021606
2805,257440.32016984117
1645,156017.6352046185
1711,282871.95010094496
2825,232081.24709329195
322,311200.32039631857
2103,240032.47637374705
342,114212.04088816547
600,135555.85622818954
488,183334.59700656435
1725,296097.6752499224
2246,286162.6527171818
2847,158668.28455976764
806,239437.73084796697
530,230279.65823784942
963,192353.229370419
2678,110030.2099031237
171,89278.09191596384
2401,381981.5381451063
805,222049.0311994539
2259,221517.0457651136
1748,183331.5716349959
1361,135815.76455948246
1677,108804.00216756504
1406,148913.1789990167
2322,242474.31159532128
688,151907.86078106362
143,143565.2198899626
804,203527.83435974483
1214,169788.9275652994
2828,146998.64526346128
1999,176629.25452650478
2467,205632.53796697856
2665,151997.3201903336
1538,318975.3020298608
398,124695.76976041743
2822,139653.66885781242
2157,144511.55613699736
1856,192029.87103377012
1269,94656.05185244432
2570,117163.55722756847
2320,229402.9047144875
1517,130269.49837177963
2304,133064.61594316358
1312,96615.40408541444
2012,135322.64941375388
506,240965.13286679573
2865,211433.23149485
2367,96488.05995092845
554,69386.37500939991
238,136536.00238426187
1954,118274.13175272365
2488,124310.4782493694
2291,62144.50237435225
1969,117314.07038308158
2725,163480.19796415063
1482,151860.23220386053
2763,193609.99355286977
503,257996.45229891012
1584,243305.5066368922
1531,134184.32831148
2210,163119.28157100728
459,314248.38203097146
556,128847.82684855355
1347,137609.908785262
1290,68122.75016168437
1388,89986.70586580923
1571,288619.15828163916
2754,197815.97059728013
765,143636.03140912004
2494,128658.26997939529
2870,247144.09580943504
7,213435.33709257035
1114,244939.70704660515
2418,260485.27388874578
291,121972.84483839125
18,322716.5938256072
39,345737.22724073066
1001,240509.64208191
2442,219904.60084497114
616,124230.91050466006
2680,85966.53869730367
1414,123488.23224653382
289,162221.67654704
40,245088.81758798286
860,126659.64606268455
409,133467.66320245058
673,157567.74991348022
2427,177566.62899258957
2036,207144.99001695192
2564,146655.62835266156
642,148047.86561410702
1008,173726.80513734467
1908,133820.31168236528
2519,211865.05943061027
1369,93862.5803823748
2855,170209.3107010319
712,95579.29157696204
1943,124289.73392474288
1958,120853.87237773917
107,170201.26431272808
2295,190885.96747869233
704,100958.42225877065
676,157313.5283912214
259,183444.58462553742
93,285713.47125251085
106,247750.68539140603
2315,177185.39429857626
1050,105090.32959356182
1095,206353.98992343366
2709,148426.91166272244
758,128143.82925653084
1496,156652.91777124518
2370,121834.14547246632
2458,277585.2507505705
2733,142325.1203890935
161,226923.14440443146
726,139608.08117178702
845,203214.53584806254
947,245767.54967076407
2232,122304.68317287046
2563,148665.49399186665
2299,147821.2738263092
211,79044.70109911532
605,149369.09793748293
1478,200427.7782646558
2247,277266.938585364
2274,221692.4670593326
2869,216513.03237430504
967,209879.8351694648
2656,133158.36353816165
667,181478.74312084378
1042,106560.52892785746
2023,158529.35283579055
2447,366507.67275220936
2055,127361.73765804917
2275,271649.7712583419
2204,176505.1966942427
1563,279212.6185220721
483,207762.3340852836
796,133481.0807510251
1526,162342.6362510751
2042,124152.58838822995
442,324953.9190762405
1693,301267.6521450638
1468,217775.36397251277
1430,199824.24238532246
2605,131644.7467616948
1529,208851.0657994608
335,147421.44363011883
1287,126134.39570461138
31,95260.67095885026
1785,284796.2705840649
82,161701.5127937372
2620,125124.22716350612
252,176445.50041163617
721,57794.81023612694
2165,181201.18876334303
2316,186414.1659327624
775,136548.58786655907
1558,116778.41572219056
17,222178.7103188039
1022,216170.90616917922
925,134747.70998866393
438,261764.30170993664
1270,144387.990795767
1272,139056.60224571853
215,130670.57394912846
266,222136.3705071704
2402,276456.1441994485
1250,133723.48531291436
1984,122071.53402708666
1279,149145.27846523823
377,241050.1810195716
1252,112318.31524534736
2156,259426.1007439057
499,307779.3960052226
1374,134162.87329322263
2898,238242.10129365273
401,120203.58595160485
2721,152697.62001263333
2078,230693.05075280427
2589,127357.32397041202
1946,230026.24508739696
1334,118681.07587797941
2781,211296.65957982835
431,359001.5010981641
576,208554.19121570184
1474,208057.21102941287
2254,154750.77416993224
2155,282106.0786078545
885,110432.78183008418
643,138037.89644372376
1944,128277.85750701147
480,191765.7907651682
2845,102342.58651868539
2387,295721.9912864597
2407,202275.51304411297
2527,170272.87904489183
2514,152667.79231939354
629,131925.7322168346
80,207468.46037925745
1876,143404.68031952187
1546,118861.59723255821
2518,166278.17611549096
2347,153125.1634406341
783,240747.1278053708
1322,82557.98306756023
194,88353.56074475104
1770,282286.30823866144
2143,152625.35990492822
1229,215308.79242649168
511,274018.2300638496
46,221586.80220995581
1348,154902.335001724
2465,200002.72616294373
387,240341.2523603479
873,217193.97844365402
1918,128585.73758086667
2764,237599.83743839466
2184,124918.98929731542
934,128693.22287008257
1920,132184.59957834153
2631,137556.37052833446
1768,494227.36326377594
2040,127738.12376111068
1749,208277.28244031093
834,240932.93622175208
1457,224252.81214086153
79,111227.72309693253
2302,139106.40885875517
1817,150364.66927383924
2755,218065.09690616146
359,178010.40457301238
2059,106206.93955666943
2092,225554.88872963903
2516,230972.30347290443
150,118304.94123833507
1656,121892.60807343331
83,94964.71039571194
2411,182972.19513933265
795,71673.61924098052
2312,213876.33689667645
2917,98817.90860598997
1624,176631.1510363043
2215,298793.7153795415
1211,146713.73418176913
1485,160778.956109034
1024,165414.220898605
570,201201.82608523924
2874,135026.17120567273
700,132587.8326909018
2756,201312.17631114414
2022,175804.8445904709
583,219225.54202204198
2392,344204.2904900293
2424,177524.66132317815
212,114712.53251441848
736,135532.5563578
1610,169534.90027906178
890,125960.38711686904
467,183221.8781818283
578,221588.40025061235
1747,193106.3194191111
1149,154545.0729969679
2758,245306.1406010331
857,147759.7542888793
2219,265749.50945374666
733,100605.95594922302
2909,106794.87305059489
1798,253500.02327758924
235,145183.38555524094
2366,127532.75666686849
1027,139562.17051737153
1195,138941.17693678127
1303,68309.69697448527
148,182575.27426036532
608,167562.77525631763
2515,209630.73490015257
821,256987.63604984665
2500,270110.53990594606
745,108210.61948051795
741,132886.5122381739
1611,134891.36841729382
2532,130556.2272458495
1081,226006.1049281521
1692,392108.8021326228
2520,182794.2952010934
276,116970.16144140589
1992,126966.52239060207
663,82834.50874376329
418,127991.43871861756
1733,193821.51880722257
2359,148371.01901089936
253,181011.24527534787
1518,180593.1199663467
2035,134953.8227496227
2919,71992.57277352663
1540,252007.16277589038
2120,152338.35533571904
1674,164825.67984995828
256,157679.3332376639
2361,123450.34288590224
978,81397.02272797213
2280,141329.66791818643
2095,217115.68635135374
1709,310297.35166315106
2801,239331.9728141621
1246,110416.3085028103
2373,95537.89954837492
1055,275599.471236908
2017,127048.9167921486
1099,267124.17476591375
1344,83319.05741521348
835,214204.5070662495
1117,215163.571121255
2043,88017.1362490848
2085,139264.35894009142
410,141329.86485142598
2650,105533.65733356532
2867,183049.39397487187
1668,113275.40968372233
1161,163486.67297913536
2122,174592.28479562185
2539,156199.09562639816
1047,140109.66447168431
1445,127216.51472617862
541,137077.31316048492
569,217558.0813377546
1276,109459.53972883118
918,159363.39310971164
326,171479.6685286865
1936,125510.49868883553
895,99224.44055052844
257,167724.89770841427
1241,175611.68152115576
1545,118490.14548283062
1189,178098.67073448063
270,146160.43123028587
2066,180389.18865502474
693,109870.37093858529
1259,141392.0967947644
2916,151373.66760041204
2321,261472.84380704525
1977,98893.87390944595
1895,140562.94027873338
1240,165650.68194322535
85,149348.31296047498
1823,131352.03293293837
825,279234.51421796647
110,227482.04659832624
697,117901.26468594937
2297,122742.44885356078
1231,138192.7000835863
1355,139901.29731989937
968,317168.5766985184
584,212581.43409211523
1315,130121.75127807201
1606,155370.0005450528
206,120758.75231331846
1685,337596.4171411013
2016,141301.48865152017
869,201894.57103343
2135,126269.36885205064
2346,182029.214194798
2430,219192.06227858143
2198,93231.52768142182
2652,122354.25603705528
27,123656.30984580363
241,160646.43669426336
906,129213.65918127331
1506,124377.71170476943
2098,330266.18676722934
1435,220703.7766178445
2213,148326.49638380052
1274,131433.62485128886
743,39415.38126167841
1737,190742.14337321106
2797,267389.067689299
2185,54147.41739960661
58,171103.27067654365
830,196541.3995738813
808,114141.25079478644
680,148321.28776091602
1153,115420.74581219081
1291,132851.20970363764
1818,144223.76524841145
2161,185268.1351209645
1883,122095.0986333758
350,316764.9348686921
2473,146070.62101026755
295,182509.0870067573
293,179823.5437134918
859,128340.11672765968
288,59241.30050841272
1578,156030.6302686944
102,183945.78151966762
2831,128046.72229533285
1030,161907.96231948154
2551,152748.21978788314
1286,152298.53229188747
958,309252.33329747315
776,132751.0892683396
72,239719.78367177
2263,246283.2896959401
1866,144232.5611316411
2876,72621.98378877941
2146,245052.75557099323
103,166406.16019297187
1500,138000.15370838973
492,186606.89867915597
167,155069.82440443075
2597,118699.10125820569
2685,112904.19342747738
1035,149305.94620946408
1220,79443.34767885525
2602,148272.93635157807
2159,204598.76082355127
695,132031.99828370014
1109,267726.153068517
640,180973.5466183549
1652,147324.97187561405
2090,158037.34952493248
1188,179502.25206365684
2345,228575.91332662752
1059,385095.2212096737
2751,222539.8297316724
128,213581.6119676999
1523,171787.6958425273
2925,187586.93281805838
2145,278159.40535365423
1121,223094.02766681134
566,235310.08225021715
565,246311.33425566074
1331,144333.2152585106
2928,127460.54056566299
156,145942.69965605752
797,141279.2245866447
327,95233.23865065434
2859,145630.49221546663
1453,126278.51665362628
1762,325982.6330965968
1868,201910.89134418988
1760,176561.13315954345
1113,241526.8691025706
1812,189815.44300659277
117,157537.73628888087
1142,201887.92279173285
2342,353017.52646775625
927,158668.06170547358
2478,182242.3594895398
655,95484.8725090878
2064,120028.95947117292
369,244088.9194647749
2239,119488.34862334568
2732,225060.5595912814
1653,156383.45454951638
959,209172.0124916396
2395,318033.6175605061
1412,109480.71740044735
271,244420.88810705306
1484,152164.41722940496
1497,165893.73628739934
552,157541.22336465513
2,119217.03929436638
1855,281371.6188464094
4,263070.87435618223
2292,151204.0622963378
134,145465.80154181697
646,110414.88274215191
42,293369.79548205493
532,223466.60866277886
713,82475.53872829508
2561,138486.10879122303
2360,130999.00078103825
1333,124401.85393486185
1407,222136.87966357134
2892,280752.82703260274
574,213008.0397049035
1227,180080.44079856036
2591,226998.35391804995
1476,208514.12143768423
1125,252589.38958229483
1446,152819.6589431782
408,126264.84595448119
1101,284438.9121420489
2251,196154.70438077534
373,182008.1253689273
2554,138509.75566513618
2382,255710.73352727617
1985,80399.27677328805
519,240658.29475050414
1093,190082.5437063555
864,244246.8563930672
2889,149462.9793518253
2308,190295.57754041217
986,172809.04701632672
1302,147361.66045560382
585,164230.09977035137
2708,146286.6454450386
147,135097.49101737636
1441,219072.65030762006
383,190127.19148141806
285,141886.61095952571
181,103146.13298477182
358,186849.0177254265
780,179047.2525691315
258,191526.52174819712
1865,210154.74821006143
692,117302.09502903081
2902,310158.71582768275
508,239738.62784598512
2638,146256.44211006313
36,136212.94882527075
611,164647.38702809328
2281,158179.25619281747
1678,115486.35427841393
1696,402848.6360889984
1557,86681.64126090541
2180,171699.57118898255
1726,222723.0780035541
951,146598.55440412706
267,216731.6332740685
2706,147897.6121878912
2221,255031.99763018283
1357,163870.93464762997
2901,298356.3278371631
347,177213.6208844734
2164,190139.22462231384
1586,294546.4607379018
360,151014.0601953052
1769,257020.7069334847
2617,158952.1523705996
1879,132403.57798443094
991,234786.92069433385
1535,128714.40467601767
1191,141186.6556038916
1579,206550.71287122357
1882,138620.22256696926
1510,142666.93363367388
2196,160003.22352210188
1845,181684.44031914521
2336,341607.5137371129
942,92453.90766762433
861,134934.29342946952
2555,130443.59185686272
1392,156843.79376682165
2099,241234.3278283761
1543,108377.31531677366
948,265803.64918326586
1239,183149.26607887202
22,188383.53779689432
2796,227969.0743605793
2747,182777.43417477488
92,288726.3181489506
210,179894.41078786223
1858,208286.8361550025
2228,171727.06854730158
447,219470.30200182734
827,234072.743813213
1649,205394.39973432166
682,141774.66006982233
2698,103102.46293272756
494,167685.11993737097
214,118423.07866811444
2441,226626.54650356725
2679,108295.79983597322
1336,120502.47162201031
465,185946.98318852598
1524,152811.8794711271
2543,110985.52161831631
631,149870.2256257684
2452,301808.95891740615
228,156423.6578111244
126,178537.563078962
1092,227043.21230433972
1122,206262.6898012954
932,215615.11665467662
1980,62042.04922518678
2171,113995.37967486172
551,158462.5003435746
2768,173060.38169044504
2056,107815.38032382558
1159,348916.06857341266
2645,117431.71524642201
1174,171027.59337438393
2266,205862.50907947932
2462,374128.34375734976
1219,147702.26208649008
2922,171869.69471079344
118,146830.9834273619
474,167442.331089035
2576,145852.05316933128
872,276393.12669971585
1077,217155.2911529784
1536,153135.21940289243
1150,131568.25865234612
2341,294082.71479323856
1931,155108.3958859268
2785,134600.93776076174
2538,129214.91811000856
597,213698.2079442589
464,186373.67852550017
233,245096.66113062098
2169,143340.842307424
2123,169972.18942056608
1867,174345.17148948857
137,233318.96510744395
515,238365.89224499097
933,98833.91838737062
2784,163398.78269669943
972,163826.4160751943
599,174544.0910636148
2614,120523.55713110484
2582,150871.35046801076
1409,161502.22106059577
175,109918.24692385267
352,220598.70844257798
976,96129.30288666178
2134,191696.1929794481
984,116605.37127858496
2396,350956.50270791753
1673,137612.09415327373
404,125150.15956380623
607,165203.41872638778
814,146986.18440892157
868,191980.81260437146
2271,189440.89394702483
1633,210884.45258312183
337,183996.89590082527
2765,193399.84074118795
1746,240656.91561725806
368,278907.82196253206
2806,203817.26317153376
1662,187871.4640715368
1234,212666.1105595134
1373,126789.32075915531
1672,117239.09228468112
1939,127685.35845994801
